进水氨氮,出水氨氮,进水总氮,出水总氮,进水流量,出水流量,进水COD,出水COD,进水水温,出水水温,好氧池氨氮,好氧池硝氮,好氧池-MLSS,好氧池进水DO,好氧池出水DO
18.3438,35.6755,1910.5806,304.3,29.0716,0.2117,6.173,6117.9434,0.2041,0.4243,2.2688,6.4439,5695.1318,0.2162,0.8208
17.77,35.6755,1956.3174,304.3,29.0811,0.2058,6.3399,5964.4429,0.1538,0.5064,1.9645,7.5706,5699.0576,0.261,0.8318
17.77,35.6755,1989.9734,304.3,29.0906,0.2077,6.4753,6024.1157,0.2433,0.5225,1.994,7.4725,5721.042,0.206,0.6528
17.77,35.6755,2025.4813,304.3,29.0944,0.1999,6.2633,6161.1279,0.3195,0.6917,1.9508,7.6727,5686.4946,0.2987,0.6603
17.77,35.6755,2011.5999,304.3,29.0956,0.2038,6.6795,6025.2939,0.1947,0.6783,1.8566,8.2576,5711.2275,0.2586,0.6885
17.77,35.6755,2018.108,304.3,29.1139,0.2058,6.6795,6092.4258,0.2897,0.6767,2.4435,6.0984,5763.8335,0.3462,0.6591
17.77,35.6755,2054.803,304.3,29.1259,0.1999,5.8864,6029.6123,0.122,0.6446,2.6771,5.3466,5759.1226,0.3026,0.9406
17.77,35.6755,2005.8744,304.3,29.1384,0.2038,6.7462,6091.6401,0.283,0.7125,3.582,3.8391,5774.8262,0.2241,1.0917
17.77,34.835,1904.0516,303.1364,29.1505,0.1999,6.9484,6075.937,0.2229,0.7089,2.257,6.3104,5773.2559,0.2606,1.4741
17.77,26.4292,1914.4984,291.5,29.1631,0.1979,7.0505,6077.1147,0.2402,1.1887,3.4779,3.7076,5825.0762,0.2265,2.6781
17.77,26.4292,1903.0503,291.5,29.1751,0.1999,7.4607,6101.4546,0.2331,1.745,2.1785,5.9336,5777.5742,0.3124,3.4013
17.77,26.4292,1876.2887,291.5,29.1864,0.2018,6.5401,6131.6836,0.252,2.1069,3.5624,3.3641,5844.313,0.3038,4.2198
17.77,26.4292,1951.5012,291.5,29.2003,0.2018,7.1918,6112.8394,0.3674,2.7641,3.5702,3.1914,5833.7134,0.2908,4.7113
17.77,26.4292,2137.6338,291.5,29.2093,0.2117,6.7521,6036.6787,0.3686,3.2729,3.3759,3.4328,5770.1147,0.2174,4.7337
17.77,26.4292,2126.9707,291.5,29.2192,0.1979,6.8443,6116.373,0.1687,3.2482,2.2217,5.6215,5744.9897,0.2967,5.0222
17.77,26.4292,2085.6165,291.5,29.2324,0.1999,8.0417,6069.2627,0.2465,3.3636,2.0372,6.1338,5717.5088,0.376,5.2656
17.77,26.4292,2002.0703,291.5,29.2396,0.2097,6.9916,6130.1128,0.186,3.046,2.4239,5.1778,5716.3311,0.2398,4.857
17.77,26.4292,2057.8677,291.5,29.2563,0.2018,6.7815,6031.9678,0.1943,3.1327,2.31,5.7589,5741.8481,0.2516,4.6516
17.77,26.4292,2236.1079,291.5,29.2719,0.2038,7.0544,6087.3218,0.1648,3.0523,2.1903,5.8236,5755.5898,0.1958,4.455
17.77,26.4292,1980.3221,291.5,29.2875,0.2058,7.1584,6013.1235,0.2865,2.9867,2.0332,6.5774,5703.7686,0.2661,4.4734
17.77,26.4292,1992.6246,291.5,29.3018,0.1999,6.7756,6033.146,0.186,2.9062,1.6996,7.9809,5725.3604,0.3195,4.0989
17.77,26.4292,1899.6927,291.5,29.3141,0.2018,7.341,6035.501,0.1609,2.8254,1.7427,7.7139,5750.8779,0.3321,4.073
17.77,26.4292,1877.7802,291.5,29.3226,0.1999,6.9091,6119.5137,0.2787,2.6722,2.1864,5.6921,5619.7559,0.3242,4.2198
17.77,26.4292,2006.6509,291.5,29.3289,0.2077,6.7855,6048.8486,0.2119,2.6463,1.9115,6.5794,5741.8481,0.2637,4.0039
17.77,26.4292,2127.1223,291.5,29.343,0.2058,6.6814,6065.3369,0.1413,2.56,1.6819,7.6747,5719.0796,0.261,3.9697
17.77,26.4292,2063.4478,291.5,29.3536,0.2038,6.7109,6036.2861,0.2418,2.5729,1.6878,8.0869,5718.2939,0.1684,3.8025
17.77,26.4292,1941.8241,291.5,29.3599,0.2117,6.7521,6070.4404,0.1841,2.4736,1.6897,8.6306,5731.6416,0.21,3.8272
17.77,26.4292,2097.5645,291.5,29.3686,0.2038,6.8149,5982.8945,0.2323,2.26,2.3316,5.5155,5795.6328,0.2724,3.6729
17.77,26.4292,1958.8071,291.5,29.3686,0.2136,6.7207,5928.3257,0.1381,2.0759,2.0156,6.3772,5754.4116,0.2276,3.4904
17.77,26.4292,1904.8849,291.5,29.3785,0.1999,6.811,6106.5576,0.3183,2.1599,1.9488,6.9896,5758.3374,0.1939,3.3487
11.3378,26.4292,1728.7252,291.5,29.3906,0.2097,6.8208,6006.4492,0.3081,1.9181,1.7231,7.9868,5680.2134,0.2147,3.2509
11.0581,26.4292,1820.287,291.5,29.4011,0.2018,6.4714,6148.957,0.1782,1.8922,1.8291,7.4352,5754.4116,0.23,3.4229
11.0581,26.4292,2044.0573,291.5,29.3974,0.2117,6.1377,6071.2256,0.1687,1.9358,1.7388,8.2262,5711.6196,0.2378,3.4013
11.0581,26.4292,2062.3743,291.5,29.3926,0.2058,6.5107,6170.1567,0.1216,1.5962,1.6937,8.5344,5727.3232,0.2292,3.1795
11.0581,26.4292,1914.2213,291.5,29.3926,0.2038,6.0965,6172.5122,0.168,1.476,1.7683,7.5412,5679.8208,0.1523,3.1979
11.0581,26.4292,2194.2805,291.5,29.3798,0.1999,7.1879,6180.7559,0.3835,1.6123,1.5916,8.0888,5757.9448,0.199,3.0672
11.0581,26.4292,2108.5425,291.5,29.3428,0.2117,5.965,6048.0635,0.2021,1.5016,1.5464,8.5972,5661.7617,0.1856,3.0444
11.0581,26.4292,2085.2358,291.5,29.2913,0.2038,6.9837,6033.146,0.2072,1.343,1.5307,9.1154,5786.2109,0.1998,2.9706
11.0581,26.1554,2031.6349,243.4273,29.254,0.2077,6.3085,6123.832,0.2214,1.246,1.5602,9.5198,5615.8296,0.2159,2.9357
11.0581,20.4056,1989.3318,159.3,29.2471,0.2018,6.1298,6110.877,0.3584,1.1522,1.6171,9.1783,5657.4434,0.327,3.0346
11.0581,20.4056,1828.8801,159.3,29.2548,0.1979,6.8443,6134.8242,0.208,1.0882,1.6014,9.1468,5658.6211,0.2049,2.8917
11.0581,20.4056,2035.6887,159.3,29.2748,0.2117,5.9316,6133.2544,0.1228,1.173,1.466,9.2195,5655.4805,0.1856,3.004
11.0581,20.4056,2121.4768,159.3,29.297,0.1999,6.332,6088.8921,0.1899,1.1761,1.7054,8.2243,5597.3784,0.2535,2.8846
11.0581,20.4056,1967.8728,159.3,29.3287,0.2018,6.5735,6121.8691,0.3776,1.3155,1.7859,8.6993,5626.8223,0.2198,2.8332
11.0581,20.4056,1886.3409,159.3,29.351,0.2058,6.5067,6146.9941,0.2716,1.2813,1.7565,8.8033,5658.2285,0.3003,2.9101
11.0581,20.4056,1971.2109,159.3,29.3612,0.1999,6.7069,6007.6274,0.1279,1.4976,1.9822,7.708,5643.3105,0.241,2.9859
11.0581,20.4056,2034.1368,159.3,29.3726,0.2136,6.7541,6163.8755,0.1464,1.3716,1.9194,8.4618,5693.9541,0.2484,2.9113
11.0581,20.4056,1901.6394,159.3,29.3803,0.2077,8.5599,6136.3945,0.146,1.4537,1.837,9.1449,5686.8877,0.2999,3.0177
11.0581,20.4056,1915.6371,159.3,29.3781,0.2018,6.4047,6127.3652,0.2798,1.4395,2.1392,6.2751,5623.2896,0.3427,3.0943
11.0581,20.4056,2065.5439,159.3,29.3667,0.2136,6.7207,6127.7578,0.2795,1.509,1.9331,7.3645,5675.5024,0.2846,3.1394
11.0581,20.4056,2176.7068,159.3,29.3616,0.2136,6.0356,6101.0625,0.2795,1.5224,1.9783,7.021,5573.0381,0.327,3.1614
11.0581,20.4056,2051.3787,159.3,29.3585,0.2136,6.652,6007.6274,0.3277,1.6653,1.8291,7.0897,5691.5986,0.2932,3.2474
11.0581,20.4056,1925.8527,159.3,29.3454,0.1999,6.6049,6163.0903,0.2928,1.4788,1.9587,6.6186,5707.6943,0.2626,3.2332
11.0581,20.4056,2009.8168,159.3,29.3268,0.2136,6.3791,6077.8999,0.3811,1.584,1.8939,7.5353,5689.6357,0.314,3.3903
11.0581,20.4056,2077.2449,159.3,29.317,0.2097,6.9582,6121.084,0.2692,1.6044,1.7545,8.2537,5701.4131,0.2779,3.4433
11.0581,20.4056,2059.0613,159.3,29.3104,0.1999,6.6049,5994.6724,0.2881,1.8537,1.6996,8.77,5691.2061,0.2637,3.4955
11.0581,20.4056,2005.0974,159.3,29.2983,0.2018,6.9837,6060.626,0.1413,1.8121,1.7486,8.5639,5715.1533,0.2767,3.7216
11.0581,20.4056,2141.1619,159.3,29.2761,0.2077,6.7501,6069.2627,0.3442,1.7599,1.8684,8.7366,5662.1548,0.1966,3.5771
11.0581,20.4056,2099.6321,159.3,29.265,0.2136,6.3772,6120.2993,0.3925,1.783,1.8016,9.2509,5735.1748,0.1719,3.6266
11.0581,20.4056,1970.1194,159.3,29.2588,0.1979,6.913,6132.4688,0.4169,1.8376,1.9076,9.6572,5618.5781,0.1652,3.6714
12.8946,20.4056,1931.5199,159.3,29.2369,0.2136,6.7894,6038.249,0.2571,2.0787,1.833,10.038,5718.6865,0.2017,3.5799
12.9745,20.4056,1915.8502,159.3,29.2102,0.2018,6.2339,6022.938,0.2692,1.9008,1.7074,10.4836,5701.8062,0.239,3.5893
12.9745,20.4056,2035.0452,159.3,29.1987,0.1999,6.917,6102.2393,0.1978,1.8883,1.6937,10.7937,5678.6431,0.283,3.4064
12.9745,20.4056,1884.1096,159.3,29.2013,0.2038,6.8129,6080.6479,0.1927,1.7163,1.6505,11.098,5700.2354,0.2543,3.3993
12.9745,20.4056,1844.8636,159.3,29.1856,0.1999,6.5381,6170.9424,0.4149,1.7081,1.6485,11.4435,5773.6484,0.2107,3.4971
12.9745,20.4056,1839.5856,159.3,29.1603,0.2038,8.0142,6116.373,0.1503,1.6782,1.676,11.8164,5651.9473,0.2551,3.172
12.9745,20.4056,1584.7155,159.3,29.1518,0.1999,6.7423,6125.7944,0.1876,1.7132,1.7506,11.8517,5569.8975,0.2009,3.2466
12.9745,20.4056,1297.9827,159.3,29.1844,0.2018,6.9857,6108.9141,0.1118,1.5341,1.7565,12.156,5677.4653,0.2225,2.9211
12.9745,20.2144,2193.7512,148.5818,29.2227,0.2077,7.1957,6167.0161,0.2932,1.4124,1.7565,12.2247,5570.29,0.2107,2.8815
12.9745,16.1993,2183.8057,120,29.1675,0.2018,6.4027,6156.416,0.1369,1.5008,1.7329,12.7076,5716.7236,0.2594,2.7351
12.9745,16.1993,2184.366,120,29.122,0.2117,6.8895,6143.4609,0.2041,1.4227,1.7545,12.6408,5589.5269,0.2374,2.5839
12.9745,16.1993,2187.2744,120,29.1079,0.2018,7.0269,6159.9497,0.2017,1.3803,1.727,13.0472,5602.4819,0.2064,2.3287
12.9745,16.1993,1988.5625,120,29.0732,0.2117,7.3017,6139.9277,0.2598,1.3504,1.7172,13.0845,5565.1865,0.2528,2.1525
12.9745,16.1993,2010.0988,120,29.0006,0.2117,6.8915,6154.4531,0.3109,1.2107,1.6053,13.3907,5616.6152,0.2677,2.2852
12.9745,16.1993,2234.8984,120,28.9246,0.2117,6.8895,6138.3574,0.2249,1.1828,1.6093,12.9785,5584.8149,0.2661,2.1627
12.9745,16.1993,2105.446,120,28.9078,0.1999,7.0171,6100.2769,0.2194,1.1734,1.5543,11.9224,5676.2876,0.1856,2.1368
12.9745,16.1993,1987.7546,120,28.9578,0.2117,7.1623,6165.8384,0.2453,1.2346,1.5464,11.3669,5685.7095,0.2897,2.4237
12.9745,16.1993,2170.4539,120,29.0606,0.2097,7.8474,6130.5059,0.2469,1.2032,1.4267,11.4729,5607.5859,0.2257,2.3864
12.9745,16.1993,2338.0002,120,29.1949,0.2136,7.4038,6131.6836,0.1613,1.1706,1.358,11.6751,5598.9487,0.2547,2.3546
12.9745,16.1993,2112.4756,120,29.3518,0.2058,6.5754,6129.7207,0.2704,1.2287,1.4876,9.4236,5648.4141,0.2751,2.2647
12.9745,16.1993,2068.822,120,29.5191,0.2038,7.2291,6151.7046,0.1609,1.2774,1.3325,9.0762,5754.8042,0.2304,2.3837
12.9745,16.1993,2009.7144,120,29.6308,0.2136,6.2417,6122.6543,0.188,1.2762,1.3286,9.1802,5676.6802,0.2335,2.284
12.9745,16.1993,2144.74,120,29.7027,0.2097,7.3017,6061.8037,0.4066,1.3229,1.4012,8.7013,5646.8438,0.2347,2.5223
12.9745,16.1993,2017.4501,120,29.7376,0.2018,6.5401,6090.0698,0.2583,1.2798,1.3796,8.6306,5658.6211,0.3364,2.5949
12.9745,16.1993,2014.1862,120,29.7483,0.1979,6.4341,6097.5288,0.2645,1.1938,1.3502,8.5619,5622.5039,0.2049,2.5537
12.9745,16.1993,1970.0997,120,29.7516,0.2136,6.9935,6134.4312,0.1279,1.1239,1.3344,8.7052,5632.3184,0.2449,2.6031
12.9745,16.1993,1743.8142,120,29.7537,0.1979,7.0151,6135.2168,0.1958,1.2315,1.3109,9.0408,5658.6211,0.2371,2.6683
12.9745,16.1993,1996.6802,120,29.7546,0.2038,6.9503,6136.3945,0.175,1.2354,1.6407,7.1584,5701.0205,0.3705,2.6895
12.9745,16.1993,1969.4973,120,29.7394,0.2097,6.7482,6114.8027,0.2021,1.1031,1.6996,6.6775,5683.7461,0.2563,2.6762
12.9745,16.1993,1984.033,120,29.7095,0.1999,7.5628,6138.7495,0.239,1.1918,1.5013,7.4352,5719.0796,0.2331,2.6424
25.1854,16.1993,1652.4388,120,29.6768,0.2038,7.3272,6049.6338,0.2567,1.2464,1.466,8.0515,5617.4004,0.2449,2.7857
25.7163,16.1993,1978.9208,120,29.6337,0.2038,6.7109,6115.1953,0.1338,1.1125,1.4306,8.5992,5704.1611,0.2555,2.8552
25.7163,16.1993,1975.657,120,29.4838,0.2018,6.8443,5984.8579,0.2787,1.2323,1.4189,8.9447,5662.9395,0.3796,2.821
25.7163,16.1993,1931.7816,120,29.3597,0.2136,6.8581,6026.0791,0.1774,1.2162,1.3639,9.5218,5656.2656,0.2504,2.6165
25.7163,16.1993,1955.7159,120,29.259,0.2077,7.023,6134.0391,0.2331,1.0301,1.3325,9.6238,5644.0957,0.2445,2.746
25.7163,16.1993,1921.7573,120,29.1754,0.1979,6.9818,6082.2183,0.2649,1.0611,1.2854,10.036,5737.9229,0.3007,2.8929
25.7163,16.1993,1908.2063,120,29.0764,0.2058,6.8502,6160.3423,0.1817,1.0552,1.2363,10.1754,5825.4688,0.2802,2.7555
25.7163,16.1993,1884.5214,120,28.973,0.2117,6.6854,6128.936,0.2418,1.1718,1.4503,8.3283,5759.5151,0.3847,2.7166
25.7163,16.964,1943.6609,135.1444,28.8863,0.2077,7.0603,6133.6465,0.1358,1.2079,2.1373,5.1778,5671.5767,0.3254,2.6848
25.7163,29.9638,1906.0841,256.3,28.8125,0.2117,7.129,6135.6094,0.3438,1.1632,2.0784,5.0777,5734.3896,0.2689,2.582
25.7163,29.9638,2007.2531,256.3,28.7451,0.1999,7.1192,6123.832,0.1303,1.0795,1.676,6.6795,5730.4639,0.2614,2.9357
25.7163,29.9638,2043.3556,256.3,28.6619,0.2117,7.0622,6004.8794,0.1876,1.2656,1.4581,7.4391,5654.6948,0.3191,2.9498
25.7163,29.9638,1993.796,256.3,28.585,0.2136,7.0956,6065.7295,0.2276,1.3068,1.4189,8.0162,5657.4434,0.3497,2.9612
25.7163,29.9638,1898.1611,256.3,28.5324,0.1979,7.0505,6171.3345,0.2771,1.0905,1.5543,7.6079,5640.563,0.2076,3.0931
25.7163,29.9638,1821.7836,256.3,28.4703,0.2117,7.1623,6145.8164,0.2948,1.1961,1.4385,8.0476,5719.4717,0.3144,2.8163
25.7163,29.9638,1950.9771,256.3,28.4238,0.1999,7.0838,6057.4854,0.2363,1.3045,1.837,5.8649,5752.8413,0.2331,2.7947
25.7163,29.9638,1931.9039,256.3,28.3904,0.1999,7.1879,6102.2393,0.1134,1.2107,1.6132,7.0289,5623.6816,0.1892,2.9298
25.7163,29.9638,1939.9729,256.3,28.3701,0.2097,6.5479,6042.5674,0.1852,1.4446,1.4797,7.9161,5658.2285,0.1797,2.8469
25.7163,29.9638,1914.5277,256.3,28.3568,0.1999,6.4694,6024.1157,0.179,1.4705,1.4247,8.395,5668.8286,0.1966,2.7335
25.7163,29.9638,1910.5955,256.3,28.3475,0.2136,6.0337,6017.4419,0.3474,0.9963,1.5406,8.1575,5764.2261,0.2084,2.7464
25.7163,29.9638,1805.3685,256.3,28.3369,0.1999,7.0877,6145.0312,0.2437,0.9877,1.4915,8.6993,5669.2212,0.2233,2.7048
25.7163,29.9638,1970.7346,256.3,28.3273,0.2097,6.3085,6097.9209,0.3588,0.7623,1.5484,8.0869,5679.0356,0.2971,2.5914
25.7163,29.9638,1922.8107,256.3,28.3083,0.2097,7.129,6008.4126,0.2096,1.1671,1.6583,7.0622,5702.1982,0.2908,2.582
25.7163,29.9638,1871.4452,256.3,28.293,0.2136,7.1996,6004.8794,0.3957,1.2338,1.89,6.0356,5624.4663,0.1632,2.317
25.7163,29.9638,1852.6271,256.3,28.2797,0.2136,6.6166,6025.686,0.3097,0.9496,1.78,6.5126,5697.0947,0.2563,2.2286
25.7163,29.9638,1608.8544,256.3,28.2743,0.2136,7.3724,6083.396,0.2563,0.8004,1.9999,5.7589,5731.249,0.2119,1.8027
25.7163,29.9638,1821.0725,256.3,28.2583,0.2077,7.0563,5983.2871,0.2119,0.6744,1.7035,6.9876,5724.9678,0.2433,2.1525
25.7163,29.9638,1908.9869,256.3,28.2377,0.1979,7.1525,6135.6094,0.2096,0.4404,1.5523,7.7453,5632.7109,0.1813,1.7261
25.7163,29.9638,1966.345,256.3,28.225,0.2097,6.8561,6160.7349,0.3179,0.3839,1.6976,7.021,5733.9971,0.2422,1.0466
25.7163,29.9638,2132.7551,256.3,28.2145,0.2117,6.6854,6062.5889,0.252,0.4247,1.5111,7.8768,5644.0957,0.2579,1.2295
20.4148,29.9638,2013.5931,256.3,28.2174,0.1979,6.4361,6017.0493,0.4051,0.4883,1.4247,8.5325,5722.6123,0.1915,0.8919
20.1843,29.9638,1808.5292,256.3,28.2518,0.2136,6.652,5995.458,0.2221,0.4702,1.4601,8.9054,5642.1328,0.2802,0.7356
20.1843,29.9638,1646.5972,256.3,28.2656,0.2077,6.8875,6031.5752,0.3462,0.4754,1.5131,7.7748,5653.5181,0.2386,0.8334
20.1843,29.9638,1846.0765,256.3,28.2576,0.2018,6.2987,6095.5659,0.2143,0.3407,1.6053,7.5412,5688.0645,0.2826,0.7168
20.1843,29.9638,1946.3206,256.3,28.2366,0.2117,6.9582,5954.2363,0.3097,0.4773,1.9783,5.9983,5681.3916,0.2881,0.6316
20.1843,29.9638,1973.481,256.3,28.2114,0.2058,6.7835,6055.9146,0.1684,0.5276,2.3002,5.1425,5713.1904,0.2889,0.8314
20.1843,29.9638,1961.8147,256.3,28.1866,0.1999,7.8729,5938.5327,0.3325,0.5523,2.2158,5.3447,5695.917,0.3207,0.8514
20.1843,29.9638,2017.1053,256.3,28.1666,0.1979,7.6315,5965.6211,0.3372,0.6312,2.5259,4.695,5839.9946,0.3073,0.8774
20.1843,29.6655,1912.5938,254.905,28.1523,0.2018,7.4313,6021.7603,0.3403,0.7898,1.7584,6.7541,5719.8643,0.248,1.2589
20.1843,26.9812,1942.5579,247,28.1328,0.2117,7.1604,6030.79,0.2759,0.6921,1.5936,7.7748,5708.8721,0.358,1.2165
20.1843,26.9812,1962.6764,247,28.1179,0.1999,7.0858,6163.8755,0.2009,0.7294,2.0293,5.6921,5736.353,0.2724,1.7728
20.1843,26.9812,2191.9797,247,28.0924,0.2117,7.7434,5979.7539,0.2842,1.0595,2.2472,5.3447,5791.707,0.21,1.9986
20.1843,26.9812,1940.0789,247,28.0776,0.1999,8.3519,5940.8877,0.2492,1.4168,1.7329,6.9248,5751.6636,0.2932,2.2176
20.1843,26.9812,1811.8322,247,28.0646,0.2117,7.8494,6008.4126,0.2661,1.1463,1.5994,7.8768,5690.8135,0.2861,2.4866
20.1843,26.9812,1975.0002,247,28.0377,0.2038,8.1477,6050.0264,0.3301,1.3826,1.7133,7.4666,5717.5088,0.2912,2.545
20.1843,26.9812,1933.4111,247,28.0009,0.2117,7.8494,6067.6929,0.2316,1.2326,1.572,8.2891,5864.7275,0.2111,2.611
20.1843,26.9812,1924.3298,247,27.9708,0.2077,7.5019,6114.4102,0.2767,1.1365,1.6799,7.6452,5810.1582,0.2995,2.6942
20.1843,26.9812,1892.0189,247,27.9476,0.2018,9.3785,5900.4521,0.2814,1.4921,1.621,7.9455,5693.9541,0.2606,2.5423
20.1843,26.9812,1742.5415,247,27.9332,0.1999,8.1124,6046.8857,0.2323,1.2244,1.5994,8.6306,5728.1084,0.1707,2.8187
20.1843,26.9812,1991.0074,247,27.9143,0.2077,7.7394,5946.7773,0.3332,1.4784,1.4444,9.455,5728.1084,0.2551,2.412
20.1843,26.9812,2307.1162,247,27.9002,0.2018,7.9416,5888.2822,0.3061,1.3697,1.6014,8.1889,5813.6914,0.2673,2.43
20.1843,26.9812,2002.4095,247,27.8936,0.2117,7.5058,6059.8408,0.2724,0.9802,1.5936,7.9181,5717.5088,0.1923,2.5399
20.1843,26.9812,1958.9252,247,27.9096,0.1999,7.5274,6106.1655,0.1927,0.9457,1.8468,6.9543,5820.3647,0.3533,2.4795
20.1843,26.9812,1901.6252,247,27.9424,0.2117,7.1996,6099.0991,0.4176,0.8357,1.6446,7.9495,5734.7822,0.4781,2.3739
20.1843,26.9812,2127.7805,247,27.9991,0.2117,7.814,6051.5962,0.1369,0.8322,1.6838,7.6374,5719.4717,0.7313,2.2082
20.1843,26.9812,1933.3094,247,28.0473,0.2038,7.5353,5907.126,0.2948,0.8071,1.8016,6.65,5802.3066,0.7223,1.9362
20.1843,26.9812,1862.4352,247,28.083,0.2097,7.2624,5920.8667,0.1809,0.8895,1.676,7.5726,5673.5396,0.7517,2.0292
20.1843,26.9812,1637.6179,247,28.1019,0.2077,6.7835,6129.3281,0.1495,0.4981,1.5209,8.4637,5752.0562,0.9547,1.9483
20.1843,26.9812,2051.3184,247,28.1112,0.2117,6.9562,5912.623,0.2233,0.9021,1.5975,8.0201,5626.4297,0.9877,1.7693
20.1843,26.9812,2149.3572,247,28.1057,0.2018,7.3253,6166.624,0.1648,0.3929,1.466,8.6699,5747.3447,0.6991,2.0312
14.1261,26.9812,1979.2314,247,28.1212,0.2136,6.4459,6099.0991,0.2159,0.4271,1.4071,8.8053,5801.5215,0.2319,1.734
13.8376,26.9812,1875.2922,247,28.1141,0.2058,6.8679,6018.2275,0.2068,0.5727,1.3698,9.2842,5717.5088,0.409,1.4415
13.8376,26.9812,1994.9929,247,28.0807,0.2117,6.7187,6134.4312,0.1102,0.4118,1.2932,9.5944,5791.707,0.3211,1.5173
13.8376,26.9812,2071.3843,247,28.0608,0.2136,7.3037,6129.7207,0.2524,0.4648,1.3619,8.8426,5813.2988,0.2689,1.5801
13.8376,26.9812,2034.8678,247,28.0928,0.2097,6.6854,6086.5366,0.4094,0.5421,1.3168,9.1174,5698.6646,0.2732,1.7634
13.8376,26.9812,1853.5852,247,28.1136,0.2077,7.0563,6149.3496,0.1456,0.5386,1.3227,9.2116,5734.7822,0.2202,1.7375
13.8376,26.9812,1985.354,247,28.092,0.2018,8.3185,6039.8193,0.3105,0.8538,1.413,8.0201,5738.3154,0.199,1.9946
13.8376,26.9812,2205.9211,247,28.0639,0.1999,6.4341,6164.2681,0.2484,0.8707,1.3698,8.5678,5830.5728,0.473,2.0174
13.8376,26.6541,2261.7295,250.4778,28.0623,0.2058,7.6374,6092.0327,0.2457,1.2063,1.3246,9.1095,5775.6113,0.2378,2.2702
13.8376,21.093,1948.403,278.3,28.0952,0.2117,6.9582,6099.8843,0.2928,1.4886,1.3148,9.1095,5735.5674,0.2214,2.5835
13.8376,21.093,1812.3635,278.3,28.106,0.2117,7.3684,6067.2998,0.3929,1.7866,1.4915,7.9475,5789.3516,0.2037,2.6346
13.8376,21.093,1963.7313,278.3,28.1008,0.1999,7.1525,6040.9971,0.411,2.1697,1.9861,5.4526,5863.9424,0.2017,2.8988
13.8376,21.093,2232.9648,278.3,28.096,0.2038,7.7355,5951.0957,0.3399,2.3515,1.7368,6.2064,5779.1445,0.21,3.2211
13.8376,21.093,2017.8051,278.3,28.1233,0.2077,7.2997,6033.146,0.5499,2.7877,2.1667,4.9344,5801.5215,0.3415,3.3177
13.8376,21.093,1873.0931,278.3,28.1533,0.2136,7.233,6068.8696,0.3745,3.1614,1.8782,5.5213,5814.4766,0.3179,3.5697
13.8376,21.093,1955.2216,278.3,28.159,0.2097,6.7874,6044.1377,0.2009,3.2022,1.4915,7.3331,5756.3745,0.2567,3.459
13.8376,21.093,2132.6216,278.3,28.1594,0.1999,6.4007,6059.0562,0.4608,3.238,1.8939,5.6862,5879.2529,0.3042,3.6824
13.8376,21.093,2185.3787,278.3,28.1707,0.2018,6.5401,6066.5146,0.1742,3.1736,1.7094,6.3752,5784.6411,0.4012,3.7283
13.8376,21.093,1843.6968,278.3,28.2063,0.2018,7.3979,6119.9062,0.4498,3.117,1.5877,6.9248,5836.4614,0.3344,3.7518
13.8376,21.093,1926.7924,278.3,28.2249,0.2077,7.5,5969.1543,0.2791,3.1477,1.784,6.0984,5785.8179,0.6116,3.6898
13.8376,21.093,2064.3533,278.3,28.2208,0.2136,6.8581,6093.6025,0.3485,3.2136,1.6701,6.5107,5781.1074,0.3383,3.7267
13.8376,21.093,2079.5718,278.3,28.2438,0.2058,6.8836,6101.4546,0.2363,3.0621,1.4934,7.7414,5866.2979,0.3423,3.5889
13.8376,21.093,1749.1248,278.3,28.2745,0.2038,7.0858,5996.6348,0.3701,3.1339,1.3776,8.5325,5887.8896,0.2088,3.7424
13.8376,21.093,2025.0326,278.3,28.2858,0.2136,7.1996,6058.2705,0.3081,2.9573,1.4601,8.185,5694.3462,0.3325,3.7197
13.8376,21.093,2322.9075,278.3,28.2854,0.2018,7.3979,6022.5459,0.0989,2.7904,1.4051,8.9054,5811.728,0.281,3.651
13.8376,21.093,1889.858,278.3,28.3133,0.2038,7.0583,6025.2939,0.2516,2.7519,1.3207,9.2116,5816.832,0.1966,3.5375
13.8376,21.093,1873.6166,278.3,28.345,0.2097,6.9935,6021.3677,0.1354,2.5191,1.3187,9.5885,5818.4023,0.2002,3.4606
13.8376,21.093,2197.0032,278.3,28.362,0.1979,8.3499,6059.8408,0.1197,2.4811,1.3207,10.0007,5823.8984,0.188,3.2972
13.8376,21.093,2135.7415,278.3,28.3902,0.1979,7.1525,6108.1289,0.3313,2.2251,1.2343,9.9654,5781.1074,0.2186,3.4657
13.8376,21.093,1984.7595,278.3,28.4265,0.2117,8.2243,6079.8628,0.2296,2.0818,1.1931,10.1754,5805.4473,0.3674,3.3369
11.2576,21.093,2001.993,278.3,28.4533,0.1999,7.0171,6100.6694,0.1994,2.0033,1.2226,10.1047,5843.1353,0.2045,3.0896
11.1454,21.093,1988.9294,278.3,28.4664,0.2117,6.4105,6114.8027,0.1782,1.9106,1.2834,8.9761,5772.8628,0.1903,3.0095
11.1454,21.093,2007.5206,278.3,28.4681,0.2077,7.125,6068.085,0.1346,1.8215,1.3187,9.1783,5755.1968,0.2202,3.0554
11.1454,21.093,1443.8341,278.3,28.4586,0.2097,7.606,6067.2998,0.1907,1.7921,1.303,9.5885,5836.4614,0.1892,2.8744
11.1454,21.093,1855.5098,278.3,28.4591,0.2077,6.7855,6113.625,0.1212,1.9954,1.3227,9.6278,5741.8481,0.2159,3.0008
